ENC Cell,Latest Edition No.,Latest Update No.,Latest Edition Issue Date,Latest Update Issue Date
DK41313A,3,,30-11-2020,
DK41314A,2,,02-11-2020,
DK41314B,3,,05-10-2020,
DK41314C,3,,05-10-2020,
DK41330A,9,,19-11-2020,
DK41331B,4,,01-12-2020,
DK41331C,7,,15-07-2021,
DK41333A,7,,06-12-2021,
DK41335A,5,,05-10-2020,
DK41335B,5,,02-11-2020,
DK41411B,2,,15-07-2020,
DK41450A,2,,02-11-2020,
DK41450C,2,,02-11-2020,
DK41450D,3,,02-11-2020,
DK41450H,3,,08-07-2020,
DK41461A,3,,08-07-2020,
DK41650C,2,,16-11-2020,
DK41650F,2,1,16-11-2020,11-03-2022
DK41650G,3,,16-11-2020,
DK4ABFNF,90,1,25-05-2022,17-06-2022
DK4AOEQE,2,,19-01-2022,
DK4AOESE,1,,15-12-2021,
DK4AOEUE,1,,15-12-2021,
DK4AOEWE,1,,15-12-2021,
DK4AOEYE,1,,06-08-2021,
DK4AOFAE,1,,06-08-2021,
DK4AOFCE,1,,06-08-2021,
DK4AQEKE,1,,09-03-2020,
DK4AQEME,1,,13-03-2020,
DK4AQEOE,1,,09-12-2021,
DK4AQEQE,1,,15-12-2021,
DK4AQESE,1,,15-12-2021,
DK4AQEUE,3,,13-12-2021,
DK4AQEWE,3,1,13-12-2021,17-01-2022
DK4AQEYE,2,,06-08-2021,
DK4AQFAE,2,,06-08-2021,
DK4AQFCE,1,,06-08-2021,
DK4ASEEE,1,,31-07-2019,
DK4ASEGE,5,,08-06-2021,
DK4ASEIE,5,,22-11-2021,
DK4ASEKE,4,,22-11-2021,
DK4ASEME,5,,22-11-2021,
DK4ASEOE,3,,22-11-2021,
DK4ASEQE,4,,06-01-2022,
DK4ASESE,1,,09-12-2021,
DK4AUEEE,2,,17-12-2021,
DK4AUEGE,2,,17-12-2021,
DK4AUEIE,1,,31-07-2019,
DK4AUEME,1,,13-03-2020,
DK4AUEOE,1,,13-03-2020,
DK4AUEQE,1,,10-12-2021,
DK4AUESE,1,,09-12-2021,
DK4BADUE,1,,30-05-2022,
DK4BADWE,1,,30-05-2022,
DK4BCDUE,1,,30-05-2022,
DK4BCDWE,1,,30-05-2022,
DK4BEDQE,1,,18-05-2022,
DK4BEDSE,1,,18-05-2022,
DK4BEDUE,1,,18-05-2022,
DK4BGDQE,1,,18-05-2022,
DK4BGDSE,1,,18-05-2022,
DK4BIDQE,1,,18-05-2022,
DK4BIDSE,1,,19-05-2022,
DK4BKDME,1,,06-05-2022,
DK4BKDOE,1,,06-05-2022,
DK4BKDQE,1,,19-05-2022,
DK4BKDSE,1,,19-05-2022,
DK4BMDKE,1,,06-05-2022,
DK4BMDME,1,,06-05-2022,
DK4BMDOE,1,,06-05-2022,
DK4BODKE,3,,13-06-2022,
DK4BODME,1,,06-05-2022,
DK4BODOE,2,,01-07-2020,
DK4BQDIE,1,,01-07-2020,
DK4BQDKE,1,,06-05-2022,
DK4BQDME,2,,06-05-2022,
DK4BSDIE,1,,01-07-2020,
DK4BSDKE,1,,01-07-2020,
DK4BSDME,1,,04-06-2020,
DK4CADUE,1,,17-12-2021,
DK4CADWE,1,,17-12-2021,
DK4CCDUE,1,,17-12-2021,
DK4CCDWE,1,,17-12-2021,
DK4CCDYE,1,,10-01-2022,
DK4DEAUE,1,1,17-12-2021,07-01-2022
DK4DEAWE,1,1,17-12-2021,07-01-2022
DK4DEAYE,1,,17-12-2021,
DK4DEBAE,1,1,17-12-2021,07-01-2022
DK4DEBCE,1,1,20-12-2021,07-01-2022
DK4ESBJG,5,,28-04-2021,
DK4FAVSF,84,1,23-02-2022,31-03-2022
DK4FO84A,8,2,18-11-2021,15-03-2022
DK4FO84B,6,2,24-11-2021,21-03-2022
DK4FO84C,6,2,29-11-2021,10-06-2022
DK4FO84D,4,3,27-09-2021,09-06-2022
DK4FO84E,6,5,29-09-2021,09-06-2022
DK4FO85A,9,3,30-11-2021,09-06-2022
DK4FO85B,6,1,08-07-2021,06-12-2021
DK4FO85C,11,2,31-03-2022,10-06-2022
DK4FO85D,5,3,08-12-2021,06-04-2022
DK4FO85E,6,1,09-12-2021,23-03-2022
DK4FO85F,6,,31-03-2022,
DK4FO85G,6,,10-12-2021,
DK4FO86B,10,2,24-03-2022,10-06-2022
DK4FO86C,8,3,09-07-2021,10-06-2022
DK4FO86D,7,5,11-11-2021,10-06-2022
DK4FO86E,6,5,09-07-2021,10-06-2022
DK4GSMON,57,9,20-01-2022,21-04-2022
DK4IFROF,68,3,28-02-2022,22-04-2022
DK4KATGN,55,4,17-12-2021,08-06-2022
DK4KATGS,73,6,18-03-2022,10-06-2022
DK4LGLGS,59,15,11-11-2021,21-06-2022
DK4LILBN,56,3,10-05-2022,22-06-2022
DK4LILBS,70,3,23-02-2022,22-06-2022
DK4LIMFE,35,3,02-05-2022,17-06-2022
DK4LIMFW,90,2,18-05-2022,07-06-2022
DK4MARAF,44,3,28-04-2021,11-11-2021
DK4RINKF,24,,16-06-2022,
DK4SMFAV,46,5,18-11-2021,17-06-2022
DK4STOBN,60,5,18-03-2022,17-06-2022
DK4STOBS,66,9,17-12-2021,08-06-2022
DK4SUNDT,119,1,10-06-2022,16-06-2022
DK51133A,3,,17-06-2022,
DK51151A,4,,05-10-2020,
DK51151B,3,,05-10-2020,
DK51151C,3,,05-10-2020,
DK51151E,3,,05-10-2020,
DK51151F,3,,05-10-2020,
DK51151G,3,,05-10-2020,
DK51165A,1,1,23-12-2015,23-12-2015
DK51165B,1,,23-12-2015,
DK51167A,1,,07-08-2019,
DK51311A,2,,24-11-2020,
DK51333A,3,,13-11-2020,
DK51333B,2,,13-11-2020,
DK51333C,3,,13-11-2020,
DK51350A,4,,13-11-2020,
DK51351B,3,,13-11-2020,
DK51351C,4,,16-11-2020,
DK51352B,7,,26-01-2022,
DK51353A,9,,15-07-2021,
DK51430A,3,,05-10-2020,
DK51450B,3,,05-10-2020,
DK51650A,4,,24-11-2020,
DK51650B,3,,30-11-2020,
DK51650D,3,,30-11-2020,
DK51650E,5,1,24-11-2020,11-03-2022
DK5AALBG,26,3,07-01-2022,16-06-2022
DK5AALBK,4,,18-03-2022,
DK5AARHS,22,,25-05-2022,
DK5AAROE,3,,06-05-2021,
DK5AERKB,6,,15-11-2021,
DK5AGGER,2,,06-05-2021,
DK5AGRNS,2,,06-05-2021,
DK5AGRSO,2,,06-05-2021,
DK5AKZOA,3,,06-05-2021,
DK5ALNGE,2,,06-05-2021,
DK5ALPKN,1,2,17-02-2022,09-06-2022
DK5AMTFT,3,,06-05-2021,
DK5ANHOL,2,,06-05-2021,
DK5APLKN,1,,06-04-2022,
DK5ARDAL,2,,07-05-2021,
DK5ARNAR,2,,07-05-2021,
DK5AROSU,2,,07-05-2021,
DK5ASAAX,3,,30-05-2022,
DK5ASKOE,2,1,10-05-2021,26-01-2022
DK5ASSEN,13,,10-05-2021,
DK5ATRUP,2,,10-05-2021,
DK5AUGBG,2,,10-05-2021,
DK5AVNOB,2,,11-05-2021,
DK5BAGKP,2,,11-05-2021,
DK5BAGOE,2,,11-05-2021,
DK5BALBR,2,,11-05-2021,
DK5BALLN,2,,12-05-2021,
DK5BALNL,2,1,12-05-2021,10-03-2022
DK5BANHL,2,,12-05-2021,
DK5BARAK,4,,12-05-2021,
DK5BIKHL,2,,17-05-2021,
DK5BISRP,3,,17-05-2021,
DK5BJDBR,3,,17-05-2021,
DK5BLANS,2,,17-05-2021,
DK5BODRN,2,,18-05-2021,
DK5BOGNS,3,,18-05-2021,
DK5BOGOE,2,,18-05-2021,
DK5BOGSK,2,,18-05-2021,
DK5BONRP,2,,19-05-2021,
DK5BORKX,2,,19-05-2021,
DK5BQDME,2,,01-07-2020,
DK5BQDOE,2,,01-07-2020,
DK5BREGO,3,,19-05-2021,
DK5BRJNG,2,,19-05-2021,
DK5BRNBR,3,,20-05-2021,
DK5BRNBY,2,,20-05-2021,
DK5CHRSO,11,2,20-05-2021,18-03-2022
DK5DGLKE,3,2,20-05-2021,08-06-2022
DK5DRAGO,2,,21-05-2021,
DK5DRJOE,2,,21-05-2021,
DK5DRJOG,2,,21-05-2021,
DK5DRNBG,2,,21-05-2021,
DK5DVROD,2,,25-05-2021,
DK5DYBVG,2,,25-05-2021,
DK5DYVBL,2,,25-05-2021,
DK5DYVBR,2,,25-05-2021,
DK5EBELT,5,,01-12-2021,
DK5EGAAX,2,1,26-05-2021,06-08-2021
DK5EGENS,2,,26-05-2021,
DK5EGNSU,2,,26-05-2021,
DK5EJRSL,2,,27-05-2021,
DK5ENAAB,21,3,22-12-2020,02-11-2021
DK5ENDLA,3,,05-07-2021,
DK5ESBJG,34,1,15-02-2022,18-02-2022
DK5FAABG,5,,04-06-2021,
DK5FAKSL,2,,27-05-2021,
DK5FALSL,2,,27-05-2021,
DK5FEMOE,2,,27-05-2021,
DK5FJLBR,3,,27-05-2021,
DK5FLKFT,2,,24-03-2022,
DK5FO86A,5,6,09-07-2021,22-06-2022
DK5FRDCI,16,2,27-05-2021,14-12-2021
DK5FRDSH,17,,25-06-2021,
DK5FRDSS,2,,01-06-2021,
DK5FRDSU,2,,03-06-2021,
DK5FRDVK,13,,29-06-2021,
DK5FURXX,4,1,01-02-2022,18-03-2022
DK5GBENS,2,,01-06-2021,
DK5GEDSR,20,6,10-06-2021,31-03-2022
DK5GERHJ,2,,01-06-2021,
DK5GILLJ,2,,01-06-2021,
DK5GJOEL,2,,02-06-2021,
DK5GLYNG,2,1,02-06-2021,28-07-2021
DK5GRENA,16,,02-06-2021,
DK5GRSTN,2,,02-06-2021,
DK5GRSTS,2,,02-06-2021,
DK5GUHJS,2,,02-06-2021,
DK5GULBG,2,,03-06-2021,
DK5GYNDL,3,,03-06-2021,
DK5HADSL,3,2,17-12-2020,25-05-2021
DK5HALSX,2,,03-06-2021,
DK5HAMRA,2,,04-06-2021,
DK5HAMRH,3,,04-06-2021,
DK5HANDM,3,,04-06-2021,
DK5HANHL,20,,18-03-2022,
DK5HASLE,3,1,07-06-2021,29-06-2021
DK5HAVSL,3,,07-06-2021,
DK5HDSUF,2,,07-06-2021,
DK5HDSUL,2,,07-06-2021,
DK5HDSUN,2,,08-06-2021,
DK5HERSL,2,,08-06-2021,
DK5HIRSH,18,,10-06-2022,
DK5HISHL,2,1,08-06-2021,15-10-2021
DK5HJABK,2,,10-06-2021,
DK5HJABR,2,,10-06-2021,
DK5HJLMI,2,,10-06-2021,
DK5HJOTO,2,,10-06-2021,
DK5HLBKM,2,,10-06-2021,
DK5HLIPD,3,,17-12-2021,
DK5HLSNS,22,1,28-04-2021,02-11-2021
DK5HOBRL,3,,10-06-2021,
DK5HOBRO,2,1,03-05-2021,15-11-2021
DK5HOLBK,2,,10-06-2021,
DK5HOLBR,4,,25-01-2022,
DK5HORBY,2,,11-06-2021,
DK5HORPH,4,,03-06-2022,
DK5HORSN,11,1,11-06-2021,01-07-2021
DK5HOUXX,3,,18-06-2021,
DK5HOVXX,3,1,14-06-2021,11-11-2021
DK5HRBOL,3,1,14-06-2021,17-06-2022
DK5HRDHJ,2,,14-06-2021,
DK5HRNBK,2,,15-06-2021,
DK5HSHVD,3,1,15-06-2021,29-06-2021
DK5HSNAS,2,,15-06-2021,
DK5HUMLM,2,,15-06-2021,
DK5HUNDG,3,,16-06-2021,
DK5HUNST,13,,16-06-2021,
DK5HVNSO,2,,16-06-2021,
DK5HVPSF,2,,16-06-2021,
DK5HVPSL,3,2,23-02-2022,21-06-2022
DK5HVSND,5,3,18-03-2022,21-06-2022
DK5ISVAL,3,,17-01-2022,
DK5IT1KN,1,,13-06-2022,
DK5IT2KN,1,,13-06-2022,
DK5IT3KN,1,,13-06-2022,
DK5JGINO,2,2,17-06-2021,22-04-2022
DK5JULSA,4,,02-09-2021,
DK5JUNHD,2,,18-06-2021,
DK5JYLIL,2,,18-06-2021,
DK5JYLIN,2,,18-06-2021,
DK5KALBG,26,,07-06-2022,
DK5KALOV,2,,21-06-2021,
DK5KALVO,2,1,21-06-2021,29-06-2021
DK5KGSGD,2,,21-06-2021,
DK5KLBYK,2,1,22-06-2021,15-11-2021
DK5KLNBJ,2,,22-06-2021,
DK5KLNHL,5,2,23-04-2021,14-10-2021
DK5KLVHA,2,,22-06-2021,
DK5KNDVG,2,,22-06-2021,
DK5KNGBR,2,,23-06-2021,
DK5KNGDA,4,,23-06-2021,
DK5KNGDL,2,,23-06-2021,
DK5KOEBH,106,1,31-05-2022,15-06-2022
DK5KOEGE,20,,25-02-2022,
DK5KOLDG,10,,23-06-2021,
DK5KORSO,18,,23-11-2021,
DK5KRGNS,2,,24-06-2021,
DK5KRMNS,2,2,28-06-2021,12-07-2021
DK5KRTMI,3,1,11-03-2022,07-06-2022
DK5KULHS,2,,05-07-2021,
DK5KYNVK,2,,05-07-2021,
DK5LANGO,2,,05-07-2021,
DK5LEMVI,2,,05-07-2021,
DK5LEMVM,2,,06-07-2021,
DK5LINDO,2,,06-07-2021,
DK5LISTD,2,,06-07-2021,
DK5LIVOE,2,,26-05-2021,
DK5LNGOR,2,,26-05-2021,
DK5LOGST,2,,26-05-2021,
DK5LOHAL,2,,26-05-2021,
DK5LUNBG,2,,04-06-2021,
DK5LYGOD,2,,04-06-2021,
DK5LYNAS,3,1,04-06-2021,08-09-2021
DK5LYOEX,2,,11-06-2021,
DK5MAARP,2,,06-07-2021,
DK5MARBK,2,,11-06-2021,
DK5MARIA,2,1,11-06-2021,13-06-2022
DK5MARMI,2,,04-06-2021,
DK5MASTL,3,,11-06-2021,
DK5MELST,2,,11-06-2021,
DK5MERPL,2,,06-07-2021,
DK5MIDDL,5,,11-06-2021,
DK5MIDFL,4,,29-06-2021,
DK5MOMAK,2,,16-06-2021,
DK5MOSED,2,1,16-06-2021,29-07-2021
DK5MOUBR,2,,16-06-2021,
DK5MSNOG,2,,23-06-2021,
DK5MULRP,2,,23-06-2021,
DK5NAEKA,16,,23-06-2021,
DK5NAKSK,6,1,23-06-2021,01-02-2022
DK5NAPDM,2,,23-06-2021,
DK5NEXOE,2,,24-06-2021,
DK5NIBEX,2,1,24-06-2021,28-07-2021
DK5NIVAA,2,,24-06-2021,
DK5NKJKN,1,2,02-02-2022,09-06-2022
DK5NKSLO,2,,24-06-2021,
DK5NORMI,2,,24-06-2021,
DK5NORSA,2,,02-07-2021,
DK5NYBGH,28,2,29-07-2021,27-10-2021
DK5NYKBF,4,1,28-02-2022,04-05-2022
DK5NYKBM,2,,02-07-2021,
DK5NYKBS,2,1,02-07-2021,14-10-2021
DK5NYORD,3,,02-07-2021,
DK5NYSTD,2,,07-07-2021,
DK5ODDEN,4,2,08-06-2021,14-10-2021
DK5ODDFH,4,,07-07-2021,
DK5ODENS,12,,11-03-2022,
DK5ODESU,2,,09-07-2021,
DK5OERHV,2,,09-07-2021,
DK5OMOEX,2,,09-07-2021,
DK5ONSVI,2,,21-03-2022,
DK5ORBBR,2,,09-07-2021,
DK5OREHD,4,,04-11-2021,
DK5OROEX,2,,14-07-2021,
DK5OSTBR,7,2,14-07-2021,22-04-2022
DK5OSTBY,2,,14-07-2021,
DK5OSTHU,2,2,07-07-2021,17-06-2022
DK5OSTRB,2,,07-07-2021,
DK5OTERP,2,,24-05-2022,
DK5PAAKN,1,,13-06-2022,
DK5PCSKN,1,,24-02-2022,
DK5PITKN,1,,02-02-2022,
DK5PRSTO,2,,14-07-2021,
DK5RANDS,9,,14-07-2021,
DK5RENBG,2,,16-07-2021,
DK5RERSO,2,,16-07-2021,
DK5RINKB,2,,16-07-2021,
DK5RNZAM,2,,24-05-2022,
DK5RODBY,11,2,07-06-2022,21-06-2022
DK5RODVI,2,,19-04-2022,
DK5ROEMO,2,,19-04-2022,
DK5RONBJ,2,,16-07-2021,
DK5RONNE,18,4,20-10-2021,08-04-2022
DK5RONNR,2,,29-07-2021,
DK5RORVI,2,1,06-08-2021,14-10-2021
DK5ROSKI,3,,28-02-2022,
DK5ROSNS,2,,06-08-2021,
DK5RSNVO,2,,29-07-2021,
DK5RSTIN,1,,10-06-2021,
DK5RUDKB,6,,16-08-2021,
DK5RUNST,2,,25-05-2022,
DK5SAEBY,4,,20-12-2021,
DK5SAKKB,2,,06-08-2021,
DK5SAKKL,2,,06-08-2021,
DK5SALKN,1,,11-05-2022,
DK5SANVF,2,,24-05-2022,
DK5SANVI,2,,24-05-2022,
DK5SEJRO,2,,06-08-2021,
DK5SILSL,2,1,28-07-2021,06-08-2021
DK5SKAGN,19,,18-03-2022,
DK5SKANH,2,,09-08-2021,
DK5SKARO,2,,09-08-2021,
DK5SKAVN,2,,07-07-2021,
DK5SKDHD,2,,09-08-2021,
DK5SKIVE,2,,09-08-2021,
DK5SKLEV,2,,21-04-2022,
DK5SKLSK,2,1,09-08-2021,11-11-2021
DK5SKNBR,2,,09-08-2021,
DK5SKRBK,4,,26-08-2021,
DK5SKRBV,7,,26-08-2021,
DK5SKVHD,2,2,06-08-2021,11-11-2021
DK5SLETN,2,,21-04-2022,
DK5SNGBK,2,,21-04-2022,
DK5SNPTU,2,,20-04-2022,
DK5SOEBY,3,,18-11-2021,
DK5SONBA,2,,07-07-2021,
DK5SONBG,15,5,18-03-2022,15-06-2022
DK5SONBL,2,,11-08-2021,
DK5SORTS,2,,21-04-2022,
DK5SPDBJ,2,,11-08-2021,
DK5STAUN,2,,11-08-2021,
DK5STBRP,2,,11-08-2021,
DK5STEGE,2,,24-05-2022,
DK5STIGU,10,,31-05-2022,
DK5STRBY,5,,11-08-2021,
DK5STRIB,3,,11-08-2021,
DK5STRYN,3,,11-08-2021,
DK5STUDV,8,,18-08-2021,
DK5STUKB,3,,18-08-2021,
DK5STVBY,2,,11-04-2022,
DK5SUNSO,2,,08-07-2021,
DK5SVANK,2,,18-08-2021,
DK5SVNBG,22,,04-02-2022,
DK5TAMHS,2,,19-04-2022,
DK5TARBK,2,,24-05-2022,
DK5TELKS,2,,25-05-2022,
DK5THYBR,14,,31-08-2021,
DK5TISST,2,,29-07-2021,
DK5TORMI,7,,09-06-2022,
DK5TUNOE,2,,18-08-2021,
DK5UBHOJ,4,,19-08-2021,
DK5VANGX,2,,19-08-2021,
DK5VEDBK,3,,19-08-2021,
DK5VEJLE,11,,19-08-2021,
DK5VENOE,2,,08-07-2021,
DK5VILSM,3,,29-07-2021,
DK5VIVEX,2,,08-07-2021,
DK5VODBS,8,,17-11-2021,
DK5VORSA,2,,08-07-2021,
DK5VRKSU,3,1,19-08-2021,21-06-2022
DK5VSTBR,3,2,19-04-2021,08-04-2022
DK5VSTRO,2,,19-08-2021,
DK5ZACKN,2,1,11-05-2022,09-06-2022
EC200020,1,,24-09-2018,
EC300100,1,,13-05-2019,
EC300101,1,,14-05-2019,
EC300102,1,,15-08-2018,
EC300103,1,,14-08-2018,
EC300104,4,2,04-06-2018,12-11-2018
EC300105,1,,14-12-2015,
EC300106,1,,02-10-2018,
EC300107,2,,10-03-2021,
EC300200,1,1,20-02-2018,29-08-2018
EC300202,2,1,10-09-2018,22-10-2020
EC300203,1,,20-11-2017,
EC300206,1,,27-03-2018,
EC300207,1,,20-02-2018,
EC401000,1,,10-05-2019,
EC401001,1,,30-07-2018,
EC401010,1,,22-02-2019,
EC401031,1,,10-09-2018,
EC401040,2,,11-06-2021,
EC401041,1,,21-12-2017,
EC401050,1,,07-12-2015,
EC401051,2,,07-05-2018,
EC401052,2,,08-02-2019,
EC401053,1,,11-12-2015,
EC401054,1,,03-02-2016,
EC401070,5,,28-07-2020,
EC401071,6,,05-08-2020,
EC401072,4,,05-08-2020,
EC401073,4,,04-05-2021,
EC401074,3,,05-08-2020,
EC401075,1,,04-08-2020,
EC401080,1,,21-06-2018,
EC401082,2,,22-06-2018,
EC401083,2,,29-07-2020,
EC402000,1,,19-02-2018,
EC402001,1,,19-02-2018,
EC402021,1,1,23-03-2018,21-10-2020
EC402031,1,,20-11-2017,
EC402040,1,,14-11-2017,
EC402071,1,1,16-02-2018,05-03-2018
EC510000,1,,14-06-2018,
EC510001,1,,21-06-2018,
EC510002,1,,21-06-2018,
EC510003,1,,21-06-2018,
EC510004,1,,21-06-2018,
EC510010,1,,01-08-2018,
EC510300,1,,08-08-2018,
EC510310,1,,08-08-2018,
EC510400,1,,04-10-2017,
EC510401,5,,11-06-2021,
EC510520,3,,03-04-2019,
EC510521,1,,03-12-2021,
EC510522,1,,04-10-2021,
EC510600,1,,01-10-2018,
EC510601,1,,10-10-2018,
EC510700,1,,28-07-2020,
EC510701,3,,13-05-2020,
EC510702,1,,19-10-2021,
EC510720,4,,29-03-2021,
EC510721,1,,06-08-2020,
EC510722,1,,11-08-2020,
EC510723,1,,05-08-2020,
EC510740,2,,05-08-2020,
EC510741,1,,06-08-2020,
EC510750,1,,20-08-2020,
EC510811,3,,26-08-2021,
EC510812,3,,26-08-2021,
EC510813,2,,09-03-2021,
EC510814,1,,02-03-2017,
EC510815,1,,13-02-2017,
EC510816,1,,03-03-2017,
EC510820,1,,15-12-2017,
EC520003,2,,19-02-2018,
EC520213,2,,23-03-2018,
EC520215,1,,10-09-2015,
EC520310,1,,14-11-2017,
EC520312,1,,14-11-2017,
EC520710,2,,16-02-2018,
EC61001A,2,,15-08-2018,
EC61040A,3,,11-06-2021,
EC61052A,1,,13-09-2021,
EC61053A,1,,18-10-2021,
EC61070A,3,,11-05-2020,
EC61072A,1,,03-03-2021,
EC61072B,1,,12-08-2021,
EC61072C,1,,12-08-2021,
EC61072D,1,,01-09-2021,
EC61072E,1,,26-10-2021,
EC61072F,1,,03-08-2021,
FI4EIIQ5,7,4,21-05-2019,15-12-2020
FR570300,1,9,25-02-2015,11-05-2021
GB100160,42,,15-06-2022,
GB102505,8,,09-05-2022,
GB103200,5,1,05-12-2017,31-07-2020
GB103579,1,,10-07-2020,
GB104063,8,,10-07-2020,
GB104074,4,,14-08-2020,
GB104075,9,,11-12-2020,
GB104114,6,3,30-03-2018,12-02-2021
GB104115,7,1,14-02-2020,19-06-2020
GB104200,5,,19-06-2020,
GB104201,9,1,25-09-2020,25-12-2020
GB104202,9,1,14-02-2020,23-04-2021
GB104203,11,1,13-05-2021,01-04-2022
GB104204,4,,17-04-2020,
GB104205,5,,07-08-2020,
GB104206,8,,22-06-2021,
GB104207,5,,25-12-2020,
GB104208,5,4,21-08-2015,23-08-2019
GB104209,14,1,29-10-2021,01-04-2022
GB104213,6,,01-01-2021,
GB104215,7,1,14-02-2020,12-06-2020
GB104216,13,,04-03-2022,
GB104401,11,,19-02-2021,
GB104402,14,1,07-03-2022,16-06-2022
GB104403,15,2,04-05-2022,09-06-2022
GB104407,11,,04-05-2022,
GB104608,6,3,17-06-2016,02-10-2020
GB104609,8,,14-12-2021,
GB104610,3,4,31-08-2018,28-08-2020
GB104614,6,,15-02-2022,
GB104615,6,,21-02-2020,
GB104616,3,,24-04-2020,
GB104618,4,2,15-01-2016,29-11-2019
GB104619,8,,15-02-2022,
GB104700,5,,16-10-2020,
GB104701,12,,21-02-2022,
GB104702,10,,11-04-2022,
GB104703,12,8,12-04-2019,13-12-2021
GB104704,8,,13-01-2022,
GB104707,12,,11-04-2022,
GB104711,5,,14-08-2020,
GB104712,6,,01-01-2021,
GB104713,5,,17-04-2020,
GB104802,7,,20-05-2022,
GB104808,5,,17-04-2020,
GB104811,11,,20-05-2022,
GB104906,6,,31-07-2020,
GB104907,8,,10-07-2020,
GB114102,5,,31-05-2022,
GB14024C,3,1,06-12-2017,31-07-2020
GB14064B,7,,10-07-2020,
GB14611A,2,5,06-11-2015,28-08-2020
GB1A20M1,9,,01-01-2021,
GB1A20M2,14,,22-06-2021,
GB1A20M5,9,,01-01-2021,
GB1A20M6,6,,20-11-2020,
GB1A20M7,1,,17-04-2020,
GB1A20M8,2,,12-02-2021,
GB1A2M01,2,,01-01-2021,
GB1B20M4,9,,08-01-2021,
GB200003,4,,07-02-2022,
GB200066,10,1,23-02-2022,19-04-2022
GB200067,10,,15-01-2021,
GB200143,1,1,25-05-2018,30-10-2020
GB200176,4,,04-05-2022,
GB200311,6,,23-08-2021,
GB200376,10,4,27-07-2021,22-04-2022
GB200662,5,4,26-07-2019,09-07-2021
GB200707,4,3,12-03-2021,30-12-2021
GB200709,12,6,19-03-2021,02-12-2021
GB200716,6,3,26-06-2021,22-11-2021
GB200717,9,,01-01-2021,
GB201022,5,,27-09-2021,
GB201121,40,1,30-05-2022,16-06-2022
GB201125,8,,20-06-2022,
GB201127,5,,31-05-2022,
GB201128,7,,31-05-2022,
GB201239,23,,15-06-2022,
GB201307,3,9,11-10-2019,29-11-2021
GB201336,11,3,14-10-2021,15-03-2022
GB201338,14,2,22-07-2021,22-03-2022
GB201966,4,,18-02-2022,
GB20219A,7,3,24-08-2021,24-05-2022
GB202230,6,,23-04-2021,
GB202238,5,,23-04-2021,
GB202512,6,,10-05-2022,
GB202517,6,,06-05-2022,
GB202518,5,,06-05-2022,
GB202519,7,,06-05-2022,
GB202520,6,,06-05-2022,
GB202635,20,,15-06-2022,
GB202649,22,1,12-04-2022,30-05-2022
GB202675,20,2,19-04-2022,16-06-2022
GB202837,33,,13-05-2022,
GB202847,21,1,12-05-2022,14-06-2022
GB202851,10,,29-03-2022,
GB202943,1,1,02-03-2018,08-01-2021
GB202949,4,8,11-03-2016,30-10-2020
GB202968,4,,30-10-2020,
GB203001,4,,06-08-2021,
GB203483,4,1,15-05-2020,31-07-2020
GB203572,2,,14-02-2022,
GB203593,2,1,06-11-2015,14-02-2020
GB203596,5,,31-07-2020,
GB203768,1,8,25-11-2016,08-07-2021
GB203987,5,,15-01-2021,
GB203988,6,1,22-12-2021,08-04-2022
GB203989,5,1,27-05-2021,22-10-2021
GB203990,2,1,06-09-2021,01-03-2022
GB20440E,4,,14-04-2022,
GB20440W,4,1,13-04-2022,26-05-2022
GB204410,7,,03-08-2021,
GB204411,2,2,26-10-2017,13-11-2020
GB204412,2,5,26-10-2017,26-08-2021
GB204417,2,1,26-10-2017,01-01-2021
GB20441E,6,,14-04-2022,
GB20441W,6,,14-04-2022,
GB204420,1,1,12-05-2017,01-01-2021
GB204624,6,1,29-11-2019,11-09-2020
GB204626,5,,13-04-2022,
GB204633,9,,26-07-2021,
GB204637,13,,13-04-2022,
GB204652,4,,13-04-2022,
GB204721,2,1,12-10-2018,08-01-2021
GB20486A,4,4,11-11-2016,08-01-2021
GB20830A,9,2,16-10-2020,25-12-2020
GB21020A,5,,16-05-2022,
GB21021A,3,,16-05-2022,
GB21129A,4,,01-06-2022,
GB21220A,3,1,29-11-2021,21-04-2022
GB22182D,7,,17-05-2022,
GB22600A,3,2,16-08-2019,10-01-2020
GB22777A,4,1,06-12-2021,26-04-2022
GB231600,12,6,05-11-2021,09-06-2022
GB231800,4,2,24-10-2017,25-12-2020
GB232000,8,,04-05-2022,
GB232200,9,,07-02-2022,
GB233200,10,,04-05-2022,
GB240000,11,1,01-09-2021,10-12-2021
GB240300,12,1,31-08-2021,15-11-2021
GB240600,10,3,15-11-2019,18-12-2021
GB241000,9,2,17-07-2020,13-11-2020
GB241090,4,2,01-05-2020,30-10-2020
GB241150,6,1,29-06-2018,09-10-2020
GB241250,8,,22-01-2021,
GB241400,12,,17-02-2022,
GB24625E,6,1,29-11-2019,01-01-2021
GB24625W,5,1,29-11-2019,05-03-2021
GB24632E,4,1,19-08-2016,23-10-2020
GB24632W,6,,19-03-2021,
GB281600,7,,06-11-2020,
GB281800,6,,01-05-2020,
GB282000,5,,13-06-2022,
GB2A2182,26,2,18-05-2022,15-06-2022
GB2BKSEA,4,1,17-05-2019,08-01-2021
GB2C2182,33,1,18-05-2022,10-06-2022
GB2E2691,5,1,13-04-2022,27-04-2022
GB2W2691,4,,13-04-2022,
GB300012,9,,10-12-2021,
